slug,distillery,name,image_url,
jack-daniels-whisky-cola-5099873003220,Jack Daniel's,Whisky & Cola,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/jack-daniels-jack-daniels-5099873019573.jpg,
jack-daniels-whisky-5099873215623,Jack Daniel's,whisky,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/jack-daniels-jack-daniels-5099873019573.jpg,
james-buchanan-co-black-white-50196111,James Buchanan &Co,Black & White,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/james-buchanan-co-black-white-50196111.jpg,
irish-whiskey-jameson-40-5011007015534,Jameson,Irish Whiskey Jameson (40%),https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/jameson-jameson-irish-whiskey-5011007003814.jpg,
irish-whiskey-jameson-crested-40-5011007003548,Jameson,Irish Whiskey Jameson Crested (40%),https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/jameson-jameson-irish-whiskey-5011007003814.jpg,
irish-whiskey-jameson-single-pot-still-46-5011007017965,Jameson,Irish Whiskey Jameson Single Pot Still (46%),https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/jameson-jameson-irish-whiskey-5011007003814.jpg,
jameson-jameson-18-year-old,Jameson,Jameson 18 Year Old,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/jameson-jameson-irish-whiskey-5011007003814.jpg,
jameson-jameson-black-barrel,Jameson,Jameson Black Barrel,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/jameson-jameson-irish-whiskey-5011007003814.jpg,
jameson-jameson-caskmates-5011007025960,Jameson,Jameson Caskmates,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/jameson-jameson-irish-whiskey-5011007003814.jpg,
jameson-jameson-caskmates-stout-edition,Jameson,Jameson Caskmates Stout Edition,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/jameson-jameson-irish-whiskey-5011007003814.jpg,
jameson-jameson-irish-whiskey,Jameson,Jameson Irish Whiskey,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/jameson-jameson-irish-whiskey-5011007003814.jpg,
jameson-jameson-irish-whiskey-5011007003814,Jameson,Jameson Irish Whiskey,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/jameson-jameson-irish-whiskey-5011007003814.jpg,
jameson-irish-whiskey-5011007003814,Jameson,Jameson Irish Whiskey,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/jameson-jameson-irish-whiskey-5011007003814.jpg,
jameson-whiskey-5011007003227,Jameson,Jameson Whiskey,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/jameson-jameson-irish-whiskey-5011007003814.jpg,
jameson-whiskey-5011007021849,Jameson,Jameson Whiskey,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/jameson-jameson-irish-whiskey-5011007003814.jpg,
triple-distilled-irish-whiskey-0080432500101,Jameson,Triple Distilled Irish Whiskey,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/triple-distilled-irish-whiskey-0080432500101.jpg,
jameson-whisky-0080432500170,Jameson,Whisky,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/jameson-jameson-irish-whiskey-5011007003814.jpg,
5.01101E+12,Jameson,ąÆąĖčüą║ąĖ ąĖčĆą╗ą░ąĮą┤čüą║ąĖą╣ ą║čāą┐ą░ąČąĖčĆąŠą▓ą░ąĮąĮčŗą╣ ąöąČąĄą╝ąĄčüąŠąĮ,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/jameson-jameson-irish-whiskey-5011007003814.jpg,
irish-whisky-stout-edition-5011007025649,Jamesons,Irish Whisky Stout Edition,,
jhonnie-walker-jhonnie-walker-red-label-375ml-5000267014609,Jhonnie walker,Jhonnie walker red label 375ml,,
jim-beam-black-kentucky-straight-bourbon-whiskey-5010196091534,Jim Beam,Black Kentucky straight bourbon whiskey,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/jim-beam-black-kentucky-straight-bourbon-whiskey-5010196091534.jpg,
jim-beam-jim-beam-apple-5060045585271,Jim Beam,Jim Beam Apple,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/jim-beam-zero-sugar-cola-9316417002348.jpg,
jim-beam-jim-beam-double-oak-5060045585912,Jim Beam,Jim Beam Double Oak,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/jim-beam-zero-sugar-cola-9316417002348.jpg,
jim-beam-jim-beam-honey-0080686006077,Jim Beam,Jim Beam Honey,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/jim-beam-zero-sugar-cola-9316417002348.jpg,
jim-beam-kentucky-straight-bourbon-whiskey-5010196092142,Jim Beam,Kentucky Straight Bourbon Whiskey,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/jim-beam-kentucky-straight-bourbon-whiskey-5010196092142.jpg,
jim-beam-kentucky-straight-bourbon-whiskey-5060045589118,Jim Beam,Kentucky Straight Bourbon Whiskey,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/jim-beam-zero-sugar-cola-9316417002348.jpg,
jim-beam-zero-sugar-cola-9316417002348,Jim Beam,Zero Sugar Cola,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/jim-beam-zero-sugar-cola-9316417002348.jpg,
john-dewar-sons-dewars-white-label-5000277000906,John Dewar & Sons,Dewar's White Label,,
johnnie-walker-black-label-12-years-5000267023625,Johnnie Walker,Black Label 12 Years,,
black-label-5000267024202,Johnnie Walker,Black label,,
black-label-5000267125046,Johnnie Walker,Black label,,
johnnie-walker-double-black-5000267116419,Johnnie Walker,Double Black,,
johnnie-walker-gold-label-reserve-5000267135687,Johnnie Walker,Gold Label Reserve,,
johnnie-walker-johnnie-walker-black-label-12-year-old,Johnnie Walker,Johnnie Walker Black Label 12 Year Old,,
johnnie-walker-johnnie-walker-blue-label,Johnnie Walker,Johnnie Walker Blue Label,,
johnnie-walker-johnnie-walker-gold-label-reserve,Johnnie Walker,Johnnie Walker Gold Label Reserve,,
johnnie-walker-johnnie-walker-green-label-15-year-old,Johnnie Walker,Johnnie Walker Green Label 15 Year Old,,
johnnie-walker-johnnie-walker-red-label,Johnnie Walker,Johnnie Walker Red Label,,
johnnie-walker-johnnie-walker-red-label-blended-scotch-whisky-5000267014807,Johnnie Walker,Johnnie Walker Red Label Blended Scotch Whisky,,
johnnie-walker-gold-label-reserve-5000267117584,Johnnie Walker,Johnnie walker gold label reserve,,
johnnie-walker-mini-johnnie-walker-black-label-5000267096261,Johnnie Walker,Mini Johnnie Walker Black Label,,
red-label-5000267014005,Johnnie Walker,Red Label,,
johnnie-walker-red-label-5000267014401,Johnnie Walker,Red label.,,
johnnie-walker-whisky-johnnie-walker-200th-black-label-edici-n-limitada-5000267179797,Johnnie Walker,Whisky Johnnie Walker 200th Black Label Edici├│n Limitada,,
johnnie-walker-scotch-red-label-red-label-5000267186078,Johnnie Walker Scotch Red Label,Red Label,,
jura-10-standard,Jura,Jura 10 Year Old,,
jura-scotch-whisky-single-malt-journey-5013967012462,Jura,Scotch Whisky - single malt - Journey,,
kavalan-classic-standard,Kavalan,Kavalan Classic Single Malt,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/kavalan-solist-vinho-standard.jpg,
kavalan-solist-vinho-standard,Kavalan,Kavalan Solist Vinho Barrique,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/kavalan-solist-vinho-standard.jpg,
japanese-whiskey-0851362006007,Kikori,Japanese Whiskey,,
kilbeggan-5099357003609,Kilbeggan,Kilbeggan,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/traditional-irish-whiskey-5099357003623.jpg,
traditional-irish-whiskey-5099357003623,Kilbeggan,Traditional Irish Whiskey,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/traditional-irish-whiskey-5099357003623.jpg,
kilchoman-kilchoman-machir-bay-5060210700522,Kilchoman,Kilchoman Machir Bay,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/kilchoman-sanaig-standard.jpg,
kilchoman-machir-bay-standard,Kilchoman,Kilchoman Machir Bay,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/kilchoman-sanaig-standard.jpg,
kilchoman-sanaig-standard,Kilchoman,Kilchoman Sanaig,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/kilchoman-sanaig-standard.jpg,
king-robert-blendet-scotch-whisky-5010852000092,King Robert,Blendet scotch whisky,,
kirin-oak-master-4901411095738,Kirin,Oak Master,,
oak-master-4901411095738,Kirin,Oak Master,,
knockando-knockando-scotch-whisky-single-malt-18-ans-70-centilitres-5010103802550,Knockando,"Knockando, Scotch Whisky Single Malt, 18 Ans, 70 Centilitres",,
label-5-blended-scotch-whisky-3147699106020,Label 5,Blended Scotch Whisky,,
label-5-blended-scotch-wiskhy-3147690073505,Label 5,Blended Scotch Wiskhy,,
label-5-label-5-bourbon-barrel-3147699119044,Label 5,Label 5 Bourbon Barrel,,
label-5-label-5-classic-black-3147699121085,Label 5,Label 5 Classic Black,,
label-5-label-5-classic-black-3147699112847,Label 5,Label 5 Classic Black,,
lagavulin-16-standard,Lagavulin,16 Year Old,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/lagavulin-16-standard.jpg,
lagavulin-8-standard,Lagavulin,8 Year Old,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/lagavulin-8-standard.jpg,
lagavulin-de-2023,Lagavulin,Distillers Edition 2023,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/lagavulin-de-2023.jpg,
lagavulin-lagavulin-12-year-old-cask-strength,Lagavulin,Lagavulin 12 Year Old Cask Strength,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/lagavulin-16-standard.jpg,
lagavulin-lagavulin-16-year-old,Lagavulin,Lagavulin 16 Year Old,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/lagavulin-lagavulin-16-year-old.jpg,
lagavulin-lagavulin-8-year-old,Lagavulin,Lagavulin 8 Year Old,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/lagavulin-16-standard.jpg,
lagavulin-lagavulin-distillers-edition,Lagavulin,Lagavulin Distillers Edition,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/lagavulin-16-standard.jpg,
laphroaig-laphroaig-10-year-old,Laphroaig,Laphroaig 10 Year Old,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/laphroaig-laphroaig-four-oak-5010019638144.jpg,
laphroaig-10-standard,Laphroaig,Laphroaig 10 Year Old,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/laphroaig-laphroaig-four-oak-5010019638144.jpg,
laphroaig-laphroaig-four-oak-5010019638144,Laphroaig,Laphroaig Four Oak,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/laphroaig-laphroaig-four-oak-5010019638144.jpg,
laphroaig-laphroaig-lore,Laphroaig,Laphroaig Lore,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/laphroaig-laphroaig-four-oak-5010019638144.jpg,
laphroaig-lore-standard,Laphroaig,Laphroaig Lore,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/laphroaig-lore-standard.jpg,
laphroaig-laphroaig-quarter-cask,Laphroaig,Laphroaig Quarter Cask,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/laphroaig-laphroaig-four-oak-5010019638144.jpg,
laphroaig-qc-standard,Laphroaig,Laphroaig Quarter Cask,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/laphroaig-qc-standard.jpg,
laphroaig-laphroaig-triple-wood,Laphroaig,Laphroaig Triple Wood,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/laphroaig-laphroaig-triple-wood.jpg,
scotch-whisky-3428660045440,Lidl,Scotch Whisky,,
scotch-whisky-20800925,Lidl,scotch whisky,,
long-john-whisky-ecosse-blended-sans-ge-200-cl-long-john-5010019601773,Long John,Whisky Ecosse blended sans ├óge 200 cl Long John,,
long-john-whisky-ecosse-blended-sans-ge-70-cl-long-john-5010019601742,Long John,Whisky Ecosse blended sans ├óge 70 cl Long John,,
lot-40-rye-standard,Lot No. 40,Lot No. 40 Canadian Rye Whisky,,
maqintosh-maqintosh-whiskey-8901193503922,MaQintosh,MaQintosh Whiskey,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/maqintosh-maqintosh-whiskey-8901193503922.jpg,
mac-brides-mac-brides-3596710446209,Mac bride's,Mac bride's,,
blended-scotch-whisky-mac-gallagan-bouteille-de-70cl-3256221675986,Mac gallagan,Blended Scotch Whisky Mac Gallagan bouteille de 70cl,,
mac-gallagan-blended-scotch-whisky-mac-gallagan-bouteille-de-70cl-3256221675986,Mac gallagan,Blended Scotch Whisky Mac Gallagan bouteille de 70cl,,
blended-scotch-whisky-mac-gallagan-bouteille-de-70cl-325622167598600,Mac gallagan,Blended Scotch Whisky Mac Gallagan bouteille de 70cl,,
mackmyra-svensk-ek-standard,Mackmyra,Mackmyra Svensk Ek (Swedish Oak),,
blended-whisky-3047960010479,Main Fields,Blended Whisky,,
main-fields-blended-whisky-3047960010479,Main Fields,Blended Whisky,,
makers-mark-46-standard,Maker's Mark,46,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/makers-mark-46-standard.jpg,
makers-mark-cask-strength-standard,Maker's Mark,Cask Strength,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/makers-mark-46-standard.jpg,
makers-mark-makers-mark,Maker's Mark,Maker's Mark,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/makers-mark-46-standard.jpg,
makers-mark-makers-mark-46,Maker's Mark,Maker's Mark 46,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/makers-mark-46-standard.jpg,
makers-mark-makers-mark-cask-strength,Maker's Mark,Maker's Mark Cask Strength,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/makers-mark-46-standard.jpg,
makers-mark-original-standard,Maker's Mark,Original,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/makers-mark-46-standard.jpg,
marks-and-spencer-blended-scotch-whisky-00642521,Marks and Spencer,Blended Scotch Whisky,,
blended-scotch-whisky-40-3564700002445,Marque Rep├©re,Blended scotch whisky 40%,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/blended-scotch-whisky-40-3564700002445.jpg,
marque-rep-re-blended-scotch-whisky-40-3564700002445,Marque Rep├©re,Blended scotch whisky 40%,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/blended-scotch-whisky-40-3564700002445.jpg,
marque-rep-re-blended-scotch-whisky-40-3564700264706,Marque Rep├©re,Blended scotch whisky 40%,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/blended-scotch-whisky-40-3564700002445.jpg,
blended-scotch-wisky-40-3564700055380,Marque Rep├©re,Blended scotch wisky 40%,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/blended-scotch-whisky-40-3564700002445.jpg,
marque-rep-re-blended-scotch-wisky-40-3564700055380,Marque Rep├©re,Blended scotch wisky 40%,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/blended-scotch-whisky-40-3564700002445.jpg,
marque-rep-re-bourbon-whiskey-40-vol-3564700536377,Marque Rep├©re,Bourbon whiskey 40┬░ vol.,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/blended-scotch-whisky-40-3564700002445.jpg,
mc-bride-mac-brides-3596710189144,Mc Bride,Mac bride's,,
michters-us1-bourbon-standard,Michter's,Michter's US*1 Bourbon,,
michters-us1-rye-standard,Michter's,Michter's US*1 Rye,,
mh-apex-dead-sea-terroir,Milk & Honey,Apex Dead Sea Terroir,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/mh-apex-dead-sea-terroir.jpg,
mh-apex-jerusalem-terroir,Milk & Honey,Apex Jerusalem Terroir,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/mh-apex-jerusalem-terroir.jpg,
mh-classic-standard,Milk & Honey,Classic Single Malt,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/mh-classic-standard.jpg,
mh-elements-sherry-cask,Milk & Honey,Elements Sherry Cask,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/mh-apex-dead-sea-terroir.jpg,
monkey-shoulder-blended-malt-scotch-whisky-5010327656502,Monkey Shoulder,Blended malt scotch whisky,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/monkey-shoulder-blended-malt-scotch-whisky-5010327656502.jpg,
monkey-shoulder-5010327105215,Monkey Shoulder,Monkey Shoulder,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/monkey-shoulder-blended-malt-scotch-whisky-5010327656502.jpg,
monkey-shoulder-original-standard,Monkey Shoulder,Monkey Shoulder Blended Malt,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/monkey-shoulder-blended-malt-scotch-whisky-5010327656502.jpg,
all-malt-whisky-4904230028253,Nikka,All Malt Whisky,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/nikka-ftb-standard.jpg,
coffee-grain-whisky-4904230032731,Nikka,Coffee Grain Whisky,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/nikka-ftb-standard.jpg,
nikka-coffey-grain-standard,Nikka,Coffey Grain,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/nikka-ftb-standard.jpg,
nikka-ftb-standard,Nikka,From The Barrel,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/nikka-ftb-standard.jpg,
nikka-3700597302309,Nikka,Nikka,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/nikka-ftb-standard.jpg,
nikka-nikka-coffey-grain,Nikka,Nikka Coffey Grain,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/nikka-ftb-standard.jpg,
nikka-nikka-coffey-malt,Nikka,Nikka Coffey Malt,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/nikka-ftb-standard.jpg,
nikka-coffey-malt-whisky-3923874035725,Nikka,Nikka Coffey Malt Whisky,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/nikka-ftb-standard.jpg,
nikka-nikka-from-the-barrel,Nikka,Nikka From The Barrel,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/nikka-ftb-standard.jpg,
nikka-from-the-barrel-whisky-3700597302378,Nikka,Nikka From the Barrel Whisky,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/nikka-ftb-standard.jpg,
