slug,distillery,name,image_url,
taketsuru-pure-malt-4904230034971,Nikka,Taketsuru Pure Malt,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/nikka-ftb-standard.jpg,
nikka-yoichi-nas,Nikka,Yoichi Single Malt,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/nikka-ftb-standard.jpg,
nikka-black-clear-49123814,Nikka Whisky,Nikka Black clear,,
obrian-pure-malt-scotch-whisky-aged-12-years-3147690051701,O'Brian,Pure Malt Scotch Whisky aged 12 years,,
oban-oban-14-year-old,Oban,Oban 14 Year Old,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/oban-oban-14-year-old.jpg,
oban-14-standard,Oban,Oban 14 Year Old,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/oban-oban-14-year-old.jpg,
oban-oban-little-bay,Oban,Oban Little Bay,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/oban-oban-14-year-old.jpg,
old-john-whisky-4033209014024,Old John,whisky,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/old-john-whisky-4033209014024.jpg,
old-pulteney-12-standard,Old Pulteney,Old Pulteney 12 Year Old,,
old-pulteney-single-malt-scotch-whisky-5010509060028,Old Pulteney,Old Pulteney Single Malt Scotch Whisky,,
old-pulteney-old-pulteney-single-malt-scotch-whisky-5010509060028,Old Pulteney,Old Pulteney Single Malt Scotch Whisky,,
old-smuggler-blended-scotch-whisky-5010327605005,Old smuggler,Blended scotch whisky,,
irish-wiskey-1210000100818,Paddy,Irish Wiskey,,
paddy-1210000100771,Paddy,Paddy,,
paddy-whisky-5011007005009,Paddy,Whisky,,
pelter-single-malt-10y,Pelter,Single Malt 10 Year Old,,
pelter-wine-cask-cabernet,Pelter,Wine Cask Finish Cabernet,,
penderyn-madeira-standard,Penderyn,Penderyn Madeira Finish,,
petit-wisky-5011007017309,Petit Wisky,Petit Wisky,,
port-charlotte-heavy-peated-10-years-5055807409940,Port Charlotte,Heavy peated 10 years,,
pouce-blended-whisky-3596710551767,Pouce,Blended Whisky,,
red-label-johnnie-walker-9310297650170,Red Label,JOHNNIE WALKER,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/red-label-johnnie-walker-9310297650170.jpg,
redbreast-12-standard,Redbreast,Redbreast 12 Year Old,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/redbreast-12-standard.jpg,
redbreast-redbreast-12-year-old,Redbreast,Redbreast 12 Year Old,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/redbreast-single-pot-still-irish-whiskey-lustau-edition-5011007015787.jpg,
redbreast-redbreast-12yo-5011007008345,Redbreast,Redbreast 12YO,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/redbreast-single-pot-still-irish-whiskey-lustau-edition-5011007015787.jpg,
redbreast-12yo-5011007008345,Redbreast,Redbreast 12YO,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/redbreast-single-pot-still-irish-whiskey-lustau-edition-5011007015787.jpg,
redbreast-redbreast-15-year-old,Redbreast,Redbreast 15 Year Old,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/redbreast-single-pot-still-irish-whiskey-lustau-edition-5011007015787.jpg,
redbreast-15-standard,Redbreast,Redbreast 15 Year Old,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/redbreast-15-standard.jpg,
redbreast-redbreast-21-year-old,Redbreast,Redbreast 21 Year Old,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/redbreast-single-pot-still-irish-whiskey-lustau-edition-5011007015787.jpg,
redbreast-21-standard,Redbreast,Redbreast 21 Year Old,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/redbreast-21-standard.jpg,
redbreast-single-pot-still-irish-whiskey-lustau-edition-5011007015787,Redbreast,"Redbreast Single Pot Still Irish Whiskey, Lustau Edition",https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/redbreast-single-pot-still-irish-whiskey-lustau-edition-5011007015787.jpg,
sam-barton-sam-barton-3147697716207,SAM BARTON,Sam Barton,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/sam-barton-sam-barton-3147697716207.jpg,
scapa-scapa-skiren-5000299607091,Scapa,Scapa Skiren,,
scapa-skiren-standard,Scapa,Scapa Skiren,,
100-pipers-blended-scotch-whisky-5000299202203,Seagram's,100 Pipers - Blended scotch whisky,,
seven-oaks-bourbon-whisky-6405310062184,Seven Oaks,Bourbon Whisky,,
sir-edwards-3012993024939,Sir Edwards,Sir Edward's,,
sir-edwards-sir-edwards-magnum-whisky-40-8410490250007,Sir Edwards,Sir Edwards Magnum Whisky 40┬║,,
sir-edward-s-3012993056848,Sir Edwards,Sir edwardŌĆÖs,,
smokehead-smokehead-5010852038699,Smokehead,Smokehead,,
springbank-10-standard,Springbank,Springbank 10 Year Old,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/springbank-10-standard.jpg,
springbank-15-standard,Springbank,Springbank 15 Year Old,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/springbank-15-standard.jpg,
starward-nova-standard,Starward,Starward Nova,,
statesman-blended-scotch-whisky-4088500644791,Statesman,Blended Scotch Whisky,,
strathisla-whisky-single-malt-5000299603376,Strathisla,whisky single malt,,
suntory-highball-4901777248748,Suntory,Suntory Highball,,
the-chita-4901777286177,Suntory,The Chita,,
suntory-the-chita-4901777286177,Suntory,The Chita,,
the-yamazaki-single-malt-whisky-4901777254800,Suntory,The Yamazaki Single Malt Whisky,,
suntory-the-yamazaki-single-malt-whisky-4901777254800,Suntory,The Yamazaki Single Malt Whisky,,
the-chita-4901777279421,Suntory,The chita,,
talisker-10-standard,Talisker,10 Year Old,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/talisker-10-standard.jpg,
talisker-18-standard,Talisker,18 Year Old,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/talisker-18-standard.jpg,
talisker-storm-standard,Talisker,Storm,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/talisker-10-standard.jpg,
teeling-irish-whiskey-teeling-single-grain-46-5391523270175,Teeling,Irish Whiskey Teeling Single Grain (46%),,
irish-whiskey-teeling-single-grain-46-5391523270175,Teeling,Irish Whiskey Teeling Single Grain (46%),,
teeling-single-grain-standard,Teeling,Teeling Single Grain,,
teeling-single-malt-standard,Teeling,Teeling Single Malt,,
tenjaku-blended-whisky-4582410703284,Tenjaku,Blended Whisky,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/tenjaku-blended-whisky-4582410703284.jpg,
tesco-special-reserve-blended-scotch-whisky-5018374066527,Tesco,Special Reserve Blended Scotch Whisky,,
the-deveron-the-deveron-aged-10-years-5010752000826,The Deveron,The Deveron Aged 10 Years,,
macallan-12-sherry-standard,The Macallan,12 Year Old Sherry Oak,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/macallan-18-sherry-standard.jpg,
macallan-18-sherry-standard,The Macallan,18 Year Old Sherry Oak,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/macallan-18-sherry-standard.jpg,
macallan-rare-cask-2023,The Macallan,Rare Cask 2023,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/macallan-rare-cask-2023.jpg,
the-macallan-the-macallan-12-year-old-double-cask,The Macallan,The Macallan 12 Year Old Double Cask,,
the-macallan-the-macallan-12-year-old-sherry-oak,The Macallan,The Macallan 12 Year Old Sherry Oak,,
the-macallan-the-macallan-18-year-old-sherry-oak,The Macallan,The Macallan 18 Year Old Sherry Oak,,
the-macallan-the-macallan-rare-cask,The Macallan,The Macallan Rare Cask,,
the-real-mccoy-cutty-sark-prohibition-edition-5010504100309,The Real McCoy,Cutty Sark Prohibition Edition,,
tokinoka-3014323700513,Tokinoka,Tokinoka,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/tokinoka-3014323700513.jpg,
tullamore-dew-irish-whiskey-5391516891523,Tullamore Dew,Irish whiskey,,
u-blended-scotch-whisky-3-ans-d-ge-mac-gallagan-40-bouteille-de-1l-3256221675993,U,"Blended Scotch Whisky 3 ans d'├óge Mac Gallagan 40┬░, bouteille de 1l",https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/u-whisky-fran-ais-single-malt-french-flanker-42-bouteille-de-70cl-3368950757250.jpg,
blended-scotch-whisky-3-ans-d-ge-mac-gallagan-40-bouteille-de-1l-325622167599300,U,"Blended Scotch Whisky 3 ans d'├óge Mac Gallagan 40┬░, bouteille de 1l",https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/u-whisky-fran-ais-single-malt-french-flanker-42-bouteille-de-70cl-3368950757250.jpg,
blended-scotch-whisky-3-ans-d-ge-mac-gallagan-40-bouteille-de-1l-3256221675993,U,"Blended Scotch Whisky 3 ans d'├óge Mac Gallagan 40┬░, bouteille de 1l",https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/u-whisky-fran-ais-single-malt-french-flanker-42-bouteille-de-70cl-3368950757250.jpg,
blended-scotch-whisky-mac-gallagan-3-ans-40-vol-1-5-l-325622167600600,U,"Blended Scotch Whisky Mac Gallagan 3 ans 40┬░ vol. 1,5 L",https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/u-whisky-fran-ais-single-malt-french-flanker-42-bouteille-de-70cl-3368950757250.jpg,
blended-scotch-whisky-mac-gallagan-3-ans-40-vol-1-5-l-3256221676006,U,"Blended Scotch Whisky Mac Gallagan 3 ans 40┬░ vol. 1,5 L",https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/u-whisky-fran-ais-single-malt-french-flanker-42-bouteille-de-70cl-3368950757250.jpg,
blended-scotch-whisky-old-glenmore-40-bouteille-de-1l-3256226085124,U,"Blended Scotch Whisky Old Glenmore 40┬░, bouteille de 1l",https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/u-whisky-fran-ais-single-malt-french-flanker-42-bouteille-de-70cl-3368950757250.jpg,
u-blended-scotch-whisky-old-glenmore-40-bouteille-de-1l-3256226085124,U,"Blended Scotch Whisky Old Glenmore 40┬░, bouteille de 1l",https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/u-whisky-fran-ais-single-malt-french-flanker-42-bouteille-de-70cl-3368950757250.jpg,
blended-scotch-whisky-old-glenmore-40-bouteille-de-1l-325622608512400,U,"Blended Scotch Whisky Old Glenmore 40┬░, bouteille de 1l",https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/u-whisky-fran-ais-single-malt-french-flanker-42-bouteille-de-70cl-3368950757250.jpg,
whisky-old-glenmore-40-bouteille-de-70cl-3256226085117,U,Whisky Old Glenmore 40┬░ bouteille de 70cl,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/u-whisky-fran-ais-single-malt-french-flanker-42-bouteille-de-70cl-3368950757250.jpg,
whisky-old-glenmore-40-bouteille-de-70cl-325622608511700,U,Whisky Old Glenmore 40┬░ bouteille de 70cl,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/u-whisky-fran-ais-single-malt-french-flanker-42-bouteille-de-70cl-3368950757250.jpg,
u-whisky-fran-ais-single-malt-french-flanker-42-bouteille-de-70cl-3368950757250,U,"Whisky fran├¦ais single malt French Flanker 42┬░, bouteille de 70cl",https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/u-whisky-fran-ais-single-malt-french-flanker-42-bouteille-de-70cl-3368950757250.jpg,
vat-69-whisky-vat-69-5000292261115,Vat 69,Whisky VAT 69,,
warenghem-whisky-breton-3233990000539,Warenghem,Whisky Breton,,
western-gold-bourbon-whiskey-4056489010517,Western Gold,Bourbon Whiskey,,
whisky-5099873088654,Whisky,Whisky,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/whisky-5099873088654.jpg,
whisky-5000281002538,Whisky,Whisky,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/whisky-5099873088654.jpg,
whisky-5010327208237,Whisky,Whisky,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/whisky-5099873088654.jpg,
whisky-4901903064105,Whisky,whisky,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/whisky-5099873088654.jpg,
whistlepig-10-standard,WhistlePig,WhistlePig 10 Year Rye,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/whistlepig-10-standard.jpg,
whistlepig-12-old-world,WhistlePig,WhistlePig 12 Old World,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/whistlepig-12-old-world.jpg,
whistlepig-15-standard,WhistlePig,WhistlePig 15 Year Estate Oak,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/whistlepig-15-standard.jpg,
white-horse-blended-scotch-whisky-5000265001199,White Horse,Blended Scotch Whisky,,
akashi-blend-whisky-4969265703308,White Oak Distillery,Akashi Blend Whisky,,
wild-turkey-russells-reserve-10-year-old,Wild Turkey,Russell's Reserve 10 Year Old,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/wild-turkey-rare-breed-standard.jpg,
wild-turkey-wild-turkey-zero-sugar-cola-9343496001948,Wild Turkey,Wild Turkey & Zero Sugar Cola,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/wild-turkey-rare-breed-standard.jpg,
wild-turkey-101-standard,Wild Turkey,Wild Turkey 101,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/wild-turkey-rare-breed-standard.jpg,
wild-turkey-wild-turkey-101,Wild Turkey,Wild Turkey 101,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/wild-turkey-rare-breed-standard.jpg,
wild-turkey-rare-breed-standard,Wild Turkey,Wild Turkey Rare Breed,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/wild-turkey-rare-breed-standard.jpg,
wild-turkey-wild-turkey-rare-breed,Wild Turkey,Wild Turkey Rare Breed,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/wild-turkey-rare-breed-standard.jpg,
blended-scotch-whisky-5000267024233,William Lawson's,Blended Scotch Whisky,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/blended-scotch-whisky-20005009.jpg,
blended-scotch-whisky-20005009,William Lawson's,Blended Scotch Whisky,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/blended-scotch-whisky-20005009.jpg,
blended-scotch-whisky-8480000137425,William Lawson's,Blended Scotch Whisky,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/blended-scotch-whisky-20005009.jpg,
blended-scotch-whisky-3132593000055,William Lawson's,Blended Scotch Whisky,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/blended-scotch-whisky-20005009.jpg,
blended-scotch-whisky-5010314700003,William Lawson's,Blended Scotch Whisky,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/blended-scotch-whisky-20005009.jpg,
blended-scotch-whisky-5010752000307,William Lawson's,Blended Scotch Whisky,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/blended-scotch-whisky-20005009.jpg,
blended-scotch-whisky-3147699106020,William Lawson's,Blended Scotch Whisky,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/blended-scotch-whisky-20005009.jpg,
blended-scotch-whisky-4056489149804,William Lawson's,Blended scotch whisky,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/blended-scotch-whisky-20005009.jpg,
blended-scotch-whisky-5010327605005,William Lawson's,Blended scotch whisky,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/blended-scotch-whisky-5010327605005.jpg,
blended-scotch-whisky-8410490267227,William Lawson's,Blended scotch whisky,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/blended-scotch-whisky-20005009.jpg,
blended-scotch-whisky-5010106110232,William Lawson's,Blended scotch whisky,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/blended-scotch-whisky-20005009.jpg,
blended-scotch-whisky-5010204847450,William Lawson's,blended scotch whisky,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/blended-scotch-whisky-20005009.jpg,
whisky-ecosse-blended-sans-ge-150-cl-william-peel-3107872002808,William Peel,Whisky Ecosse blended sans ├óge 150 cl William Peel,,
woodford-reserve-ds-standard,Woodford Reserve,Woodford Reserve Distiller's Select,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/woodford-reserve-double-oaked.jpg,
woodford-reserve-woodford-reserve-distillers-select,Woodford Reserve,Woodford Reserve Distiller's Select,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/woodford-reserve-double-oaked.jpg,
woodford-reserve-double-oaked,Woodford Reserve,Woodford Reserve Double Oaked,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/woodford-reserve-double-oaked.jpg,
woodford-reserve-woodford-reserve-double-oaked,Woodford Reserve,Woodford Reserve Double Oaked,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/woodford-reserve-double-oaked.jpg,
woodford-reserve-woodford-reserve-rye,Woodford Reserve,Woodford Reserve Rye,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/woodford-reserve-double-oaked.jpg,
yamazaki-12-standard,Yamazaki,12 Year Old,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/yamazaki-12-standard.jpg,
yamazaki-18-standard,Yamazaki,18 Year Old,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/yamazaki-18-standard.jpg,
yamazaki-distillers-reserve,Yamazaki,Distiller's Reserve,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/yamazaki-12-standard.jpg,
yamazaki-yamazaki-12-year-old,Yamazaki,Yamazaki 12 Year Old,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/yamazaki-12-standard.jpg,
yamazaki-yamazaki-18-year-old,Yamazaki,Yamazaki 18 Year Old,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/yamazaki-yamazaki-18-year-old.jpg,
yamazaki-yamazaki-distillers-reserve,Yamazaki,Yamazaki Distiller's Reserve,https://bcazowundzyzesxxddnr.supabase.co/storage/v1/object/public/bottles/expressions/yamazaki-12-standard.jpg,
cardhu-gold-reserve-5000267125497,cardhu,gold reserve,,
compass-box-hedonism-standard,compass box,Compass Box Hedonism,,
compass-box-spice-tree-standard,compass box,Compass Box Spice Tree,,
compass-box-peat-monster-standard,compass box,Compass Box The Peat Monster,,
compass-box-peat-monster-5065000482190,compass box,peat monster,,
eddu-grey-rock-tourb-3426390801121,eddu,Grey rock tourb├®,,
glengrant-whisky-0080432403020,glengrant,whisky,,
whisky-blend-togouchi-4901903064075,togouchi,Whisky Blend Togouchi,,
